,event_date,track,race_number,market_id,market_name,selection_id,bsp,ltp,best_back_3m,best_lay_3m,atb_ladder_3m,atl_ladder_3m,result,win
385,2022-06-22 02:25:00,Cranbourne,,1.200348653,R1 1200m 2yo,46055984,4.5,4.5,4.8,4.9,"{'price': [4.8, 4.7, 4.6], 'volume': [0.12, 137.6, 163.9]}","{'price': [4.9, 5, 5.1], 'volume': [124.88, 122.56, 50.63]}",LOSER,0
388,2022-06-22 02:25:00,Cranbourne,,1.200348653,R1 1200m 2yo,6612789,4.89,4.8,4.9,5.0,"{'price': [4.9, 4.8, 4.7], 'volume': [8.55, 156.51, 64.37]}","{'price': [5, 5.1, 5.2], 'volume': [32.58, 48.72, 36.04]}",LOSER,0
389,2022-06-22 02:25:00,Cranbourne,,1.200348653,R1 1200m 2yo,4657604,5.65,5.6,5.0,5.2,"{'price': [5, 4.9, 4.8], 'volume': [38.01, 78.57, 101.66]}","{'price': [5.2, 5.3, 5.4], 'volume': [36.76, 46.43, 40.49]}",LOSER,0
387,2022-06-22 02:25:00,Cranbourne,,1.200348653,R1 1200m 2yo,46055986,13.46,14.0,10.0,11.0,"{'price': [10, 9.8, 9.6], 'volume': [52.48, 21.32, 33.07]}","{'price': [11, 11.5, 12], 'volume': [43.3, 45.97, 20.75]}",LOSER,0
392,2022-06-22 02:25:00,Cranbourne,,1.200348653,R1 1200m 2yo,46055990,11.0,11.5,10.5,11.0,"{'price': [10.5, 10, 9.8], 'volume': [63.93, 60.8, 21.57]}","{'price': [11, 11.5, 12], 'volume': [6.75, 34.65, 48.8]}",LOSER,0
393,2022-06-22 02:25:00,Cranbourne,,1.200348653,R1 1200m 2yo,46055991,10.5,10.5,11.0,11.5,"{'price': [11, 10.5, 10], 'volume': [22.32, 37.71, 67.25]}","{'price': [11.5, 12, 12.5], 'volume': [11.47, 32.27, 46.42]}",LOSER,0
386,2022-06-22 02:25:00,Cranbourne,,1.200348653,R1 1200m 2yo,46055985,11.69,12.0,12.0,13.0,"{'price': [12, 11.5, 11], 'volume': [19.24, 24.14, 16.33]}","{'price': [13, 13.5, 14], 'volume': [7.23, 15.38, 52.95]}",WINNER,1
390,2022-06-22 02:25:00,Cranbourne,,1.200348653,R1 1200m 2yo,46055987,55.0,55.0,50.0,55.0,"{'price': [50, 48, 46], 'volume': [19.44, 0.9, 7.39]}","{'price': [55, 60, 65], 'volume': [0.29, 13.84, 13.82]}",LOSER,0
391,2022-06-22 02:25:00,Cranbourne,,1.200348653,R1 1200m 2yo,46055988,56.2,60.0,50.0,55.0,"{'price': [50, 48, 46], 'volume': [5.87, 6.71, 14.45]}","{'price': [55, 60, 70], 'volume': [13.38, 2.04, 0.6]}",LOSER,0
432,2022-06-22 03:00:00,Cranbourne,,1.200348659,R2 2080m Mdn,46055995,4.34,4.3,4.6,4.8,"{'price': [4.6, 4.5, 4.4], 'volume': [89.53, 168.4, 189.23]}","{'price': [4.8, 4.9, 5], 'volume': [123.11, 126.86, 129.11]}",LOSER,0
425,2022-06-22 03:00:00,Cranbourne,,1.200348659,R2 2080m Mdn,44711913,6.0,6.0,5.8,6.0,"{'price': [5.8, 5.7, 5.6], 'volume': [45.37, 101.73, 79.54]}","{'price': [6, 6.2, 6.4], 'volume': [58.69, 40.65, 99.06]}",LOSER,0
429,2022-06-22 03:00:00,Cranbourne,,1.200348659,R2 2080m Mdn,46055993,5.31,5.2,6.0,6.2,"{'price': [6, 5.9, 5.8], 'volume': [134.9, 96.06, 114.17]}","{'price': [6.2, 6.4, 6.6], 'volume': [103.13, 71.21, 109.79]}",LOSER,0
424,2022-06-22 03:00:00,Cranbourne,,1.200348659,R2 2080m Mdn,45168693,8.43,8.0,7.0,7.2,"{'price': [7, 6.8, 6.6], 'volume': [10.6, 72.56, 107.33]}","{'price': [7.2, 7.4, 7.6], 'volume': [69.28, 65.17, 30.49]}",WINNER,1
430,2022-06-22 03:00:00,Cranbourne,,1.200348659,R2 2080m Mdn,46055994,15.0,15.0,13.0,13.5,"{'price': [13, 12.5, 12], 'volume': [8.23, 37.98, 57.34]}","{'price': [13.5, 14, 14.5], 'volume': [45.08, 68.1, 36.34]}",LOSER,0
426,2022-06-22 03:00:00,Cranbourne,,1.200348659,R2 2080m Mdn,46055992,13.99,13.5,15.5,16.0,"{'price': [15.5, 15, 14.5], 'volume': [65.48, 128.43, 22.85]}","{'price': [16, 16.5, 17], 'volume': [65.17, 3.26, 31.68]}",LOSER,0
433,2022-06-22 03:00:00,Cranbourne,,1.200348659,R2 2080m Mdn,46055996,15.56,16.0,16.5,17.5,"{'price': [16.5, 16, 15.5], 'volume': [47.11, 32.02, 23.55]}","{'price': [17.5, 18, 18.5], 'volume': [16.41, 15.32, 29.56]}",LOSER,0
428,2022-06-22 03:00:00,Cranbourne,,1.200348659,R2 2080m Mdn,45516495,20.66,19.5,20.0,21.0,"{'price': [20, 19.5, 19], 'volume': [8.7, 15.44, 13.79]}","{'price': [21, 22, 23], 'volume': [1.54, 56.24, 4.71]}",LOSER,0
434,2022-06-22 03:00:00,Cranbourne,,1.200348659,R2 2080m Mdn,41385541,19.36,19.0,21.0,22.0,"{'price': [21, 20, 19.5], 'volume': [14.59, 21.19, 2.99]}","{'price': [22, 23, 24], 'volume': [1.11, 1.71, 53.89]}",LOSER,0
427,2022-06-22 03:00:00,Cranbourne,,1.200348659,R2 2080m Mdn,41552795,50.2,50.0,46.0,50.0,"{'price': [46, 44, 42], 'volume': [13.5, 6.52, 31.32]}","{'price': [50, 55, 60], 'volume': [2.04, 18.28, 44.2]}",LOSER,0
431,2022-06-22 03:00:00,Cranbourne,,1.200348659,R2 2080m Mdn,1135458,656.13,600.0,400.0,450.0,"{'price': [400, 370, 360], 'volume': [1.13, 0.11, 5.31]}","{'price': [450, 490, 540], 'volume': [2.83, 1.27, 0.16]}",LOSER,0
447,2022-06-22 03:35:00,Cranbourne,,1.200348665,R3 1400m Mdn,46055998,3.41,3.25,3.5,3.6,"{'price': [3.5, 3.45, 3.4], 'volume': [103.32, 97.14, 83.86]}","{'price': [3.6, 3.65, 3.7], 'volume': [185.84, 51.99, 146.81]}",LOSER,0
444,2022-06-22 03:35:00,Cranbourne,,1.200348665,R3 1400m Mdn,42360492,5.47,5.6,5.4,5.6,"{'price': [5.4, 5.3, 5.2], 'volume': [125.16, 264.01, 125.57]}","{'price': [5.6, 5.7, 5.8], 'volume': [63.48, 53.25, 85.48]}",LOSER,0
452,2022-06-22 03:35:00,Cranbourne,,1.200348665,R3 1400m Mdn,45347902,6.84,6.6,6.4,6.8,"{'price': [6.4, 6.2, 6], 'volume': [31.13, 107.63, 159.59]}","{'price': [6.8, 7, 7.2], 'volume': [21.34, 41.45, 29.89]}",LOSER,0
446,2022-06-22 03:35:00,Cranbourne,,1.200348665,R3 1400m Mdn,46055997,9.4,9.2,9.0,9.2,"{'price': [9, 8.8, 8.6], 'volume': [27.1, 83.93, 37.65]}","{'price': [9.2, 9.4, 9.6], 'volume': [23.37, 25.56, 36.44]}",LOSER,0
448,2022-06-22 03:35:00,Cranbourne,,1.200348665,R3 1400m Mdn,46055999,9.97,10.0,10.5,11.0,"{'price': [10.5, 10, 9.8], 'volume': [67.02, 67.07, 87.42]}","{'price': [11, 11.5, 12], 'volume': [7.39, 65.73, 61.41]}",WINNER,1
450,2022-06-22 03:35:00,Cranbourne,,1.200348665,R3 1400m Mdn,46056000,11.06,11.5,11.5,12.0,"{'price': [11.5, 11, 10.5], 'volume': [26.83, 54.69, 109.74]}","{'price': [12, 12.5, 13], 'volume': [32.32, 25.69, 65.82]}",LOSER,0
451,2022-06-22 03:35:00,Cranbourne,,1.200348665,R3 1400m Mdn,46056001,29.14,29.0,21.0,22.0,"{'price': [21, 20, 19.5], 'volume': [5.32, 220.43, 24.27]}","{'price': [22, 23, 24], 'volume': [3.62, 24.66, 7.31]}",LOSER,0
454,2022-06-22 03:35:00,Cranbourne,,1.200348665,R3 1400m Mdn,45713100,85.0,85.0,55.0,60.0,"{'price': [55, 50, 48], 'volume': [16.66, 56.94, 9.49]}","{'price': [60, 65, 70], 'volume': [10.78, 4.24, 16.39]}",LOSER,0
453,2022-06-22 03:35:00,Cranbourne,,1.200348665,R3 1400m Mdn,46056002,57.16,55.0,60.0,65.0,"{'price': [60, 55, 50], 'volume': [15.05, 11.72, 10.3]}","{'price': [65, 70, 75], 'volume': [0.41, 3.68, 8.26]}",LOSER,0
445,2022-06-22 03:35:00,Cranbourne,,1.200348665,R3 1400m Mdn,15931256,160.0,160.0,110.0,130.0,"{'price': [110, 100, 95], 'volume': [5.77, 59.18, 4.89]}","{'price': [130, 170, 180], 'volume': [0.95, 1.27, 0.27]}",LOSER,0
449,2022-06-22 03:35:00,Cranbourne,,1.200348665,R3 1400m Mdn,4234308,90.0,90.0,160.0,170.0,"{'price': [160, 150, 140], 'volume': [39.1, 17.26, 3.21]}","{'price': [170, 180, 190], 'volume': [4.27, 0.4, 1.23]}",LOSER,0
443,2022-06-22 03:35:00,Cranbourne,,1.200348665,R3 1400m Mdn,28275645,160.0,150.0,170.0,190.0,"{'price': [170, 160, 150], 'volume': [2.4, 5.3, 14.13]}","{'price': [190, 200, 260], 'volume': [3.2, 2.82, 8.16]}",LOSER,0
436,2022-06-22 04:10:00,Cranbourne,,1.200348671,R4 1600m 3yo,43636301,3.75,3.75,3.2,3.25,"{'price': [3.2, 3.15, 3.1], 'volume': [248.9, 316.89, 301.35]}","{'price': [3.25, 3.3, 3.35], 'volume': [104.51, 435.61, 112.14]}",LOSER,0
435,2022-06-22 04:10:00,Cranbourne,,1.200348671,R4 1600m 3yo,46056004,4.0,4.0,3.85,3.9,"{'price': [3.85, 3.8, 3.75], 'volume': [184.59, 370.18, 268.13]}","{'price': [3.9, 3.95, 4], 'volume': [143.45, 83.38, 187.35]}",WINNER,1
440,2022-06-22 04:10:00,Cranbourne,,1.200348671,R4 1600m 3yo,1097409,7.91,8.2,8.2,8.4,"{'price': [8.2, 8, 7.8], 'volume': [96.12, 58.76, 51.18]}","{'price': [8.4, 8.6, 8.8], 'volume': [62.87, 87.03, 37.86]}",LOSER,0
442,2022-06-22 04:10:00,Cranbourne,,1.200348671,R4 1600m 3yo,44534945,8.8,8.4,10.5,11.0,"{'price': [10.5, 10, 9.8], 'volume': [81.38, 251.59, 46.52]}","{'price': [11, 11.5, 12], 'volume': [90.68, 48.38, 53.29]}",LOSER,0
437,2022-06-22 04:10:00,Cranbourne,,1.200348671,R4 1600m 3yo,44711914,16.0,16.0,14.5,15.0,"{'price': [14.5, 14, 13.5], 'volume': [24.47, 45.74, 37.47]}","{'price': [15, 15.5, 16], 'volume': [15.47, 34.24, 70.11]}",LOSER,0
441,2022-06-22 04:10:00,Cranbourne,,1.200348671,R4 1600m 3yo,46056007,11.4,11.0,14.5,15.0,"{'price': [14.5, 14, 13.5], 'volume': [23.66, 68.42, 42.94]}","{'price': [15, 15.5, 16], 'volume': [25.25, 22.95, 52.59]}",LOSER,0
439,2022-06-22 04:10:00,Cranbourne,,1.200348671,R4 1600m 3yo,46056006,14.47,14.0,17.0,17.5,"{'price': [17, 16.5, 16], 'volume': [16.12, 49.79, 67.61]}","{'price': [17.5, 18, 18.5], 'volume': [9.4, 32.17, 31.41]}",LOSER,0
438,2022-06-22 04:10:00,Cranbourne,,1.200348671,R4 1600m 3yo,46056005,35.92,34.0,40.0,42.0,"{'price': [40, 38, 36], 'volume': [11.82, 141.18, 2.6]}","{'price': [42, 44, 46], 'volume': [13.87, 8.43, 30.13]}",LOSER,0
458,2022-06-22 04:45:00,Cranbourne,,1.200348677,R5 1300m Hcap,39396571,4.4,4.4,4.0,4.1,"{'price': [4, 3.95, 3.9], 'volume': [74.4, 206.37, 127.57]}","{'price': [4.1, 4.2, 4.3], 'volume': [126.02, 104.06, 124.06]}",LOSER,0
457,2022-06-22 04:45:00,Cranbourne,,1.200348677,R5 1300m Hcap,35586170,4.7,4.7,5.3,5.4,"{'price': [5.3, 5.2, 5.1], 'volume': [49.24, 70.92, 163.22]}","{'price': [5.4, 5.5, 5.6], 'volume': [23.12, 15.71, 98.79]}",LOSER,0
462,2022-06-22 04:45:00,Cranbourne,,1.200348677,R5 1300m Hcap,2033753,5.4,5.4,6.2,6.4,"{'price': [6.2, 6, 5.9], 'volume': [143.2, 234.03, 22.1]}","{'price': [6.4, 6.6, 6.8], 'volume': [43.3, 125.96, 95.57]}",LOSER,0
460,2022-06-22 04:45:00,Cranbourne,,1.200348677,R5 1300m Hcap,46056009,10.5,10.5,8.0,8.2,"{'price': [8, 7.8, 7.6], 'volume': [4.28, 154.64, 85.1]}","{'price': [8.2, 8.4, 8.6], 'volume': [40.53, 37.73, 26.07]}",LOSER,0
456,2022-06-22 04:45:00,Cranbourne,,1.200348677,R5 1300m Hcap,46056008,8.77,8.6,9.0,9.2,"{'price': [9, 8.8, 8.6], 'volume': [13.3, 53.49, 75.28]}","{'price': [9.2, 9.4, 9.6], 'volume': [6.17, 32.51, 63.53]}",WINNER,1
455,2022-06-22 04:45:00,Cranbourne,,1.200348677,R5 1300m Hcap,40836186,14.0,13.5,12.0,13.0,"{'price': [12, 11.5, 11], 'volume': [29.41, 19.27, 24.38]}","{'price': [13, 13.5, 14], 'volume': [8.93, 13.81, 20.92]}",LOSER,0
461,2022-06-22 04:45:00,Cranbourne,,1.200348677,R5 1300m Hcap,24985143,14.0,14.0,13.0,14.0,"{'price': [13, 12.5, 12], 'volume': [27.04, 87.24, 37.54]}","{'price': [14, 14.5, 15], 'volume': [15.97, 13.18, 29.55]}",LOSER,0
459,2022-06-22 04:45:00,Cranbourne,,1.200348677,R5 1300m Hcap,36229095,65.0,65.0,55.0,60.0,"{'price': [55, 50, 48], 'volume': [5.56, 7.82, 5.57]}","{'price': [60, 65, 70], 'volume': [3.46, 5.15, 9.54]}",LOSER,0
394,2022-06-22 05:20:00,Cranbourne,,1.200348683,R6 1200m Hcap,39171191,4.25,4.2,4.5,4.6,"{'price': [4.5, 4.4, 4.3], 'volume': [2.45, 83.85, 58.99]}","{'price': [4.6, 4.7, 4.8], 'volume': [21.66, 36.83, 78.56]}",LOSER,0
397,2022-06-22 05:20:00,Cranbourne,,1.200348683,R6 1200m Hcap,45347913,4.32,4.5,4.6,4.7,"{'price': [4.6, 4.5, 4.4], 'volume': [8.8, 52.34, 52.99]}","{'price': [4.7, 4.8, 4.9], 'volume': [20.54, 28.29, 44.68]}",LOSER,0
395,2022-06-22 05:20:00,Cranbourne,,1.200348683,R6 1200m Hcap,39980241,4.81,4.7,5.1,5.2,"{'price': [5.1, 5, 4.9], 'volume': [18.84, 238, 77.4]}","{'price': [5.2, 5.3, 5.4], 'volume': [22.2, 34.47, 42.37]}",LOSER,0
399,2022-06-22 05:20:00,Cranbourne,,1.200348683,R6 1200m Hcap,46056013,7.5,8.2,6.6,6.8,"{'price': [6.6, 6.4, 6.2], 'volume': [25.55, 59.79, 160.8]}","{'price': [6.8, 7, 7.2], 'volume': [40.89, 40.77, 49.17]}",WINNER,1
396,2022-06-22 05:20:00,Cranbourne,,1.200348683,R6 1200m Hcap,46056011,9.12,9.0,8.0,8.2,"{'price': [8, 7.8, 7.6], 'volume': [136.89, 46.24, 328.07]}","{'price': [8.2, 8.4, 8.6], 'volume': [5.21, 31.02, 15.84]}",LOSER,0
398,2022-06-22 05:20:00,Cranbourne,,1.200348683,R6 1200m Hcap,39905530,12.35,12.0,11.0,11.5,"{'price': [11, 10.5, 10], 'volume': [15.91, 407.96, 21.64]}","{'price': [11.5, 12, 12.5], 'volume': [15.13, 24.18, 25.97]}",LOSER,0
414,2022-06-22 05:55:00,Cranbourne,,1.200348689,R7 1400m Hcap,38398388,2.8,2.84,2.8,2.82,"{'price': [2.8, 2.78, 2.76], 'volume': [142.39, 163.83, 161.65]}","{'price': [2.82, 2.84, 2.86], 'volume': [44, 113.73, 144.27]}",LOSER,0
413,2022-06-22 05:55:00,Cranbourne,,1.200348689,R7 1400m Hcap,718946,4.6,4.9,4.4,4.5,"{'price': [4.4, 4.3, 4.2], 'volume': [55.85, 161.49, 197.31]}","{'price': [4.5, 4.6, 4.7], 'volume': [37.63, 111.18, 126.92]}",WINNER,1
411,2022-06-22 05:55:00,Cranbourne,,1.200348689,R7 1400m Hcap,46056014,10.84,18.5,8.0,8.2,"{'price': [8, 7.8, 7.6], 'volume': [88.04, 61.88, 92.15]}","{'price': [8.2, 8.4, 8.6], 'volume': [16.97, 52.4, 84.23]}",LOSER,0
418,2022-06-22 05:55:00,Cranbourne,,1.200348689,R7 1400m Hcap,41207026,17.5,16.5,16.0,16.5,"{'price': [16, 15.5, 15], 'volume': [26.23, 40.75, 86.57]}","{'price': [16.5, 17, 17.5], 'volume': [0.61, 86.42, 52.97]}",LOSER,0
412,2022-06-22 05:55:00,Cranbourne,,1.200348689,R7 1400m Hcap,22861874,18.5,24.0,17.0,17.5,"{'price': [17, 16.5, 16], 'volume': [25.03, 63.92, 71.99]}","{'price': [17.5, 18, 18.5], 'volume': [13.28, 24.72, 65.1]}",LOSER,0
415,2022-06-22 05:55:00,Cranbourne,,1.200348689,R7 1400m Hcap,35921917,30.0,34.0,26.0,27.0,"{'price': [26, 25, 24], 'volume': [2.28, 19.54, 15.12]}","{'price': [27, 28, 29], 'volume': [7.11, 3.66, 22.42]}",LOSER,0
416,2022-06-22 05:55:00,Cranbourne,,1.200348689,R7 1400m Hcap,19486964,32.0,32.0,26.0,27.0,"{'price': [26, 25, 24], 'volume': [7.89, 8.27, 26.13]}","{'price': [27, 28, 29], 'volume': [0.87, 16.4, 11.23]}",LOSER,0
422,2022-06-22 05:55:00,Cranbourne,,1.200348689,R7 1400m Hcap,46056017,38.0,32.0,34.0,36.0,"{'price': [34, 32, 30], 'volume': [4.22, 20.57, 21.55]}","{'price': [36, 38, 40], 'volume': [7.23, 2.28, 33.31]}",LOSER,0
420,2022-06-22 05:55:00,Cranbourne,,1.200348689,R7 1400m Hcap,46056015,36.0,38.0,38.0,40.0,"{'price': [38, 36, 34], 'volume': [6.91, 13.93, 14.47]}","{'price': [40, 42, 44], 'volume': [5.3, 8.49, 35.99]}",LOSER,0
421,2022-06-22 05:55:00,Cranbourne,,1.200348689,R7 1400m Hcap,2210284,39.08,36.0,42.0,44.0,"{'price': [42, 40, 38], 'volume': [0.83, 14.15, 12.96]}","{'price': [44, 46, 48], 'volume': [8.19, 5.87, 28.53]}",LOSER,0
417,2022-06-22 05:55:00,Cranbourne,,1.200348689,R7 1400m Hcap,23217192,65.0,65.0,60.0,70.0,"{'price': [60, 55, 50], 'volume': [2.08, 10.96, 21.83]}","{'price': [70, 75, 80], 'volume': [0.88, 5.09, 4.76]}",LOSER,0
419,2022-06-22 05:55:00,Cranbourne,,1.200348689,R7 1400m Hcap,36841485,190.0,180.0,110.0,120.0,"{'price': [110, 100, 95], 'volume': [0.68, 9.92, 11.04]}","{'price': [120, 130, 170], 'volume': [1.49, 1.91, 0.48]}",LOSER,0
423,2022-06-22 05:55:00,Cranbourne,,1.200348689,R7 1400m Hcap,32641341,357.41,310.0,370.0,420.0,"{'price': [370, 360, 350], 'volume': [0.27, 0.25, 1.02]}","{'price': [420, 480, 520], 'volume': [0.24, 5, 3.75]}",LOSER,0
405,2022-06-22 06:30:00,Cranbourne,,1.200348695,R8 2080m Hcap,36319581,3.06,3.05,3.1,3.15,"{'price': [3.1, 3.05, 3], 'volume': [51.96, 119.6, 150.66]}","{'price': [3.15, 3.2, 3.25], 'volume': [10.52, 46.71, 57.7]}",WINNER,1
402,2022-06-22 06:30:00,Cranbourne,,1.200348695,R8 2080m Hcap,276029,4.96,5.1,4.8,4.9,"{'price': [4.8, 4.7, 4.6], 'volume': [77.08, 137.36, 139.22]}","{'price': [4.9, 5, 5.1], 'volume': [78.39, 102.01, 67.05]}",LOSER,0
400,2022-06-22 06:30:00,Cranbourne,,1.200348695,R8 2080m Hcap,46056018,10.0,9.8,10.0,10.5,"{'price': [10, 9.8, 9.6], 'volume': [31, 54.04, 118.22]}","{'price': [10.5, 11, 11.5], 'volume': [7.75, 42.64, 34.93]}",LOSER,0
401,2022-06-22 06:30:00,Cranbourne,,1.200348695,R8 2080m Hcap,46056019,14.0,14.0,10.5,11.0,"{'price': [10.5, 10, 9.8], 'volume': [32.59, 30, 60]}","{'price': [11, 11.5, 12], 'volume': [5.97, 34.86, 22.44]}",LOSER,0
406,2022-06-22 06:30:00,Cranbourne,,1.200348695,R8 2080m Hcap,7406541,10.0,10.0,11.5,12.0,"{'price': [11.5, 11, 10.5], 'volume': [13.35, 36.84, 46.6]}","{'price': [12, 12.5, 13], 'volume': [23.12, 31.96, 25.61]}",LOSER,0
403,2022-06-22 06:30:00,Cranbourne,,1.200348695,R8 2080m Hcap,36136390,15.0,15.0,13.5,14.0,"{'price': [13.5, 13, 12.5], 'volume': [3.58, 10, 23.82]}","{'price': [14, 14.5, 15], 'volume': [9.45, 12.78, 44.4]}",LOSER,0
404,2022-06-22 06:30:00,Cranbourne,,1.200348695,R8 2080m Hcap,46056020,23.0,23.0,21.0,22.0,"{'price': [21, 20, 19.5], 'volume': [2.3, 12.54, 13.76]}","{'price': [22, 23, 24], 'volume': [21.86, 11.3, 32.87]}",LOSER,0
409,2022-06-22 06:30:00,Cranbourne,,1.200348695,R8 2080m Hcap,42424876,36.0,38.0,32.0,36.0,"{'price': [32, 30, 29], 'volume': [22.5, 65.36, 6.81]}","{'price': [36, 38, 40], 'volume': [1.01, 5.27, 22.88]}",LOSER,0
407,2022-06-22 06:30:00,Cranbourne,,1.200348695,R8 2080m Hcap,46056021,40.72,40.0,44.0,46.0,"{'price': [44, 42, 40], 'volume': [1.47, 10.78, 10.03]}","{'price': [46, 48, 50], 'volume': [2.77, 7.51, 33.03]}",LOSER,0
408,2022-06-22 06:30:00,Cranbourne,,1.200348695,R8 2080m Hcap,46056022,43.3,44.0,50.0,55.0,"{'price': [50, 48, 46], 'volume': [1.13, 8.04, 4.56]}","{'price': [55, 60, 65], 'volume': [12.92, 11.98, 20.87]}",LOSER,0
410,2022-06-22 06:30:00,Cranbourne,,1.200348695,R8 2080m Hcap,36662673,75.0,75.0,65.0,70.0,"{'price': [65, 60, 55], 'volume': [0.99, 10.39, 16.18]}","{'price': [70, 75, 80], 'volume': [2.05, 7.28, 25.63]}",LOSER,0
120,2022-06-26 01:35:00,Launceston,,1.200459757,R1 1220m CL3,46108675,3.95,3.9,3.2,3.25,"{'price': [3.2, 3.15, 3.1], 'volume': [85.63, 38.24, 74.79]}","{'price': [3.25, 3.3, 3.35], 'volume': [5.06, 16.57, 54.17]}",LOSER,0
121,2022-06-26 01:35:00,Launceston,,1.200459757,R1 1220m CL3,28720320,4.12,4.1,5.3,5.5,"{'price': [5.3, 5.2, 5.1], 'volume': [14.87, 42.33, 22.97]}","{'price': [5.5, 5.6, 5.7], 'volume': [3.58, 22.66, 15.92]}",LOSER,0
122,2022-06-26 01:35:00,Launceston,,1.200459757,R1 1220m CL3,41573829,5.26,5.3,5.5,5.7,"{'price': [5.5, 5.4, 5.3], 'volume': [40.38, 36.04, 79.49]}","{'price': [5.7, 5.8, 5.9], 'volume': [14.35, 26.35, 39.95]}",LOSER,0
124,2022-06-26 01:35:00,Launceston,,1.200459757,R1 1220m CL3,38545024,7.88,7.8,7.0,7.2,"{'price': [7, 6.8, 6.6], 'volume': [0.43, 24.66, 48.07]}","{'price': [7.2, 7.4, 7.6], 'volume': [8.83, 42.4, 40.21]}",LOSER,0
127,2022-06-26 01:35:00,Launceston,,1.200459757,R1 1220m CL3,38092870,11.5,11.5,12.0,13.0,"{'price': [12, 11.5, 11], 'volume': [14.75, 20.58, 8.97]}","{'price': [13, 13.5, 14], 'volume': [2.3, 8.79, 8.1]}",LOSER,0
125,2022-06-26 01:35:00,Launceston,,1.200459757,R1 1220m CL3,42201964,17.2,17.0,17.0,18.5,"{'price': [17, 16.5, 16], 'volume': [15.55, 11.81, 2.3]}","{'price': [18.5, 19, 19.5], 'volume': [3.76, 2.9, 10.89]}",LOSER,0
123,2022-06-26 01:35:00,Launceston,,1.200459757,R1 1220m CL3,28369454,51.94,50.0,42.0,50.0,"{'price': [42, 40, 38], 'volume': [5.85, 10.65, 4.83]}","{'price': [50, 55, 60], 'volume': [4.64, 3.86, 5.36]}",LOSER,0
128,2022-06-26 01:35:00,Launceston,,1.200459757,R1 1220m CL3,19741128,36.07,36.0,55.0,65.0,"{'price': [55, 50, 48], 'volume': [4.39, 2, 3.12]}","{'price': [65, 70, 75], 'volume': [0.53, 2.15, 0.14]}",WINNER,1
126,2022-06-26 01:35:00,Launceston,,1.200459757,R1 1220m CL3,38078317,127.37,130.0,160.0,190.0,"{'price': [160, 150, 130], 'volume': [0.12, 0.05, 0.07]}","{'price': [190, 200, 210], 'volume': [1, 2.88, 0.23]}",LOSER,0
613,2022-06-26 01:45:00,Donald,,1.200459720,R1 1204m 2yo,46080196,2.91,2.88,2.98,3.05,"{'price': [2.98, 2.96, 2.94], 'volume': [24.28, 48.01, 68.88]}","{'price': [3.05, 3.1, 3.15], 'volume': [12.66, 87.86, 283.4]}",LOSER,0
612,2022-06-26 01:45:00,Donald,,1.200459720,R1 1204m 2yo,46134419,5.2,5.4,4.9,5.0,"{'price': [4.9, 4.8, 4.7], 'volume': [9.95, 36.27, 19.69]}","{'price': [5, 5.1, 5.2], 'volume': [9.24, 33.07, 52.24]}",WINNER,1
610,2022-06-26 01:45:00,Donald,,1.200459720,R1 1204m 2yo,2860631,8.79,9.0,6.6,6.8,"{'price': [6.6, 6.4, 6.2], 'volume': [10.08, 29.18, 46.11]}","{'price': [6.8, 7, 7.2], 'volume': [20.24, 32.7, 17.48]}",LOSER,0
609,2022-06-26 01:45:00,Donald,,1.200459720,R1 1204m 2yo,46134416,5.4,5.5,8.0,8.2,"{'price': [8, 7.8, 7.6], 'volume': [20.12, 14.4, 35.54]}","{'price': [8.2, 8.4, 8.6], 'volume': [7.79, 22.19, 14.42]}",LOSER,0
616,2022-06-26 01:45:00,Donald,,1.200459720,R1 1204m 2yo,46134424,15.5,15.5,16.0,16.5,"{'price': [16, 15.5, 15], 'volume': [21.18, 15.27, 15.27]}","{'price': [16.5, 17, 17.5], 'volume': [17.35, 67.45, 21.95]}",LOSER,0
608,2022-06-26 01:45:00,Donald,,1.200459720,R1 1204m 2yo,45919352,24.13,23.0,20.0,21.0,"{'price': [20, 19.5, 19], 'volume': [9.65, 7.49, 5.8]}","{'price': [21, 22, 23], 'volume': [0.09, 15.18, 83.55]}",LOSER,0
611,2022-06-26 01:45:00,Donald,,1.200459720,R1 1204m 2yo,6734466,35.53,36.0,21.0,23.0,"{'price': [21, 20, 19.5], 'volume': [9.72, 8.47, 7.49]}","{'price': [23, 24, 25], 'volume': [7.3, 6.18, 34.98]}",LOSER,0
607,2022-06-26 01:45:00,Donald,,1.200459720,R1 1204m 2yo,45919351,72.23,75.0,55.0,70.0,"{'price': [55, 50, 48], 'volume': [4, 2.34, 3.52]}","{'price': [70, 75, 90], 'volume': [3.38, 5.29, 17.21]}",LOSER,0
615,2022-06-26 01:45:00,Donald,,1.200459720,R1 1204m 2yo,46134422,107.79,130.0,75.0,85.0,"{'price': [75, 70, 65], 'volume': [2.36, 5.49, 3]}","{'price': [85, 90, 95], 'volume': [0.13, 3.49, 2]}",LOSER,0
614,2022-06-26 01:45:00,Donald,,1.200459720,R1 1204m 2yo,46134420,207.32,220.0,95.0,120.0,"{'price': [95, 90, 85], 'volume': [0.74, 8.27, 3.41]}","{'price': [120, 130, 150], 'volume': [2.26, 0.21, 8.15]}",LOSER,0
